s_u,draw,n_sites,alpha,certified,tau,coverage,n_answered,answered_err_rate,hard,exceed,rm_fresh,rm_exceed,per_site_exceed_frac,deploy_mode,decline_reason
2.0,154,208,0.1,True,0.67,0.9368421052631579,178,0.011235955056179775,False,False,0.075083,False,0.245,baseline,
2.0,155,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,155,208,0.1,True,0.73,0.9165733482642777,1637,0.020769700671960906,False,False,0.053509,False,0.17,baseline,
2.0,156,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,156,208,0.1,True,0.73,0.9016314779270633,1879,0.022352315061202766,False,False,0.052021,False,0.13,baseline,
2.0,157,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,157,208,0.1,True,0.73,0.864696734059098,556,0.08453237410071943,False,False,0.048182,False,0.125,baseline,
2.0,158,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,158,208,0.1,True,0.6900000000000001,0.90625,1218,0.07471264367816093,False,False,0.067889,False,0.22,baseline,
2.0,159,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,159,208,0.1,True,0.65,0.9243697478991597,110,0.01818181818181818,False,False,0.075935,False,0.28,baseline,
2.0,160,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,160,208,0.1,True,0.6900000000000001,0.8208955223880597,165,0.12121212121212122,False,True,0.053137,False,0.105,baseline,
2.0,161,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,161,208,0.1,True,0.73,0.709280303030303,749,0.20694259012016022,True,True,0.057511,False,0.17,baseline,
2.0,162,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,162,208,0.1,True,0.8300000000000001,0.8662420382165605,136,0.0,False,False,0.035356,False,0.075,baseline,
2.0,163,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,163,208,0.1,True,0.8300000000000001,0.8101851851851852,175,0.02857142857142857,False,False,0.032191,False,0.06,baseline,
2.0,164,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,164,208,0.1,True,0.6900000000000001,0.9375,255,0.023529411764705882,False,False,0.064567,False,0.22,baseline,
2.0,165,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,165,208,0.1,True,0.81,0.8042117245304496,1413,0.01910828025477707,False,False,0.037253,False,0.045,bbse,
2.0,166,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,166,208,0.1,True,0.71,0.9230769230769231,72,0.027777777777777776,False,False,0.052319,False,0.115,baseline,
2.0,167,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,167,208,0.1,True,0.8300000000000001,0.8708487084870848,236,0.012711864406779662,False,False,0.04104,False,0.14,baseline,
2.0,168,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,168,208,0.1,True,0.77,0.8553054662379421,266,0.018796992481203006,False,False,0.046945,False,0.12,baseline,
2.0,169,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,169,208,0.1,True,0.71,0.8913187541418157,1345,0.03494423791821561,False,False,0.056699,False,0.18,baseline,
2.0,170,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,170,208,0.1,True,0.77,0.838074398249453,383,0.05221932114882506,False,False,0.04639,False,0.155,baseline,
2.0,171,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,171,208,0.1,True,0.85,0.7355533790401567,751,0.06125166444740346,False,False,0.031782,False,0.08,baseline,
2.0,172,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,172,208,0.1,True,0.85,0.8693931398416886,659,0.012139605462822459,False,False,0.030117,False,0.1,baseline,
2.0,173,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,173,208,0.1,True,0.71,0.7515923566878981,118,0.09322033898305085,False,False,0.056593,False,0.18,baseline,
2.0,174,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,174,208,0.1,True,0.6900000000000001,0.9386733416770964,750,0.016,False,False,0.065632,False,0.26,baseline,
2.0,175,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,175,208,0.1,True,0.85,0.48128342245989303,90,0.3333333333333333,True,True,0.044063,False,0.16,baseline,
2.0,176,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,176,208,0.1,True,0.73,0.8629441624365483,170,0.041176470588235294,False,False,0.053393,False,0.205,baseline,
2.0,177,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,177,208,0.1,True,0.75,0.9111111111111111,41,0.04878048780487805,False,False,0.050954,False,0.14,baseline,
2.0,178,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,178,208,0.1,True,0.79,0.89,89,0.011235955056179775,False,False,0.049394,False,0.17,baseline,
2.0,179,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,179,208,0.1,True,0.77,0.9170731707317074,2632,0.0243161094224924,False,False,0.056533,False,0.215,baseline,
2.0,180,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,180,208,0.1,True,0.77,0.8636363636363636,57,0.0,False,False,0.042847,False,0.12,baseline,
2.0,181,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,181,208,0.1,True,0.79,0.7906976744186046,34,0.08823529411764706,False,False,0.048532,False,0.18,baseline,
2.0,182,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,182,208,0.1,True,0.75,0.8305882352941176,353,0.06515580736543909,False,False,0.047564,False,0.1,baseline,
2.0,183,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,183,208,0.1,True,0.6900000000000001,0.9256965944272446,299,0.03678929765886288,False,False,0.063796,False,0.24,baseline,
2.0,184,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,184,208,0.1,True,0.73,0.9156626506024096,152,0.013157894736842105,False,False,0.054667,False,0.18,baseline,
2.0,185,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,185,208,0.1,True,0.75,0.8788903924221921,1299,0.026943802925327175,False,False,0.050466,False,0.14,bbse,
2.0,186,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,186,208,0.1,True,0.79,0.8149779735682819,740,0.043243243243243246,False,False,0.042236,False,0.105,baseline,
2.0,187,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,187,208,0.1,True,0.73,0.8636363636363636,76,0.039473684210526314,False,False,0.054413,False,0.18,baseline,
2.0,188,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,188,208,0.1,True,0.75,0.8783783783783784,65,0.03076923076923077,False,False,0.046503,False,0.14,baseline,
2.0,189,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,189,208,0.1,True,0.75,0.8214285714285714,414,0.08695652173913043,False,False,0.051475,False,0.16,baseline,
2.0,190,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,190,208,0.1,True,0.71,0.8925233644859814,573,0.04712041884816754,False,False,0.055567,False,0.15,baseline,
2.0,191,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,191,208,0.1,True,0.73,0.9025974025974026,556,0.017985611510791366,False,False,0.051609,False,0.125,baseline,
2.0,192,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,192,208,0.1,True,0.71,0.9,108,0.027777777777777776,False,False,0.05182,False,0.165,baseline,
2.0,193,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,193,208,0.1,True,0.73,0.8803149606299212,559,0.025044722719141325,False,False,0.049606,False,0.1,baseline,
2.0,194,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,194,208,0.1,True,0.6900000000000001,0.9412568306010929,689,0.010159651669085631,False,False,0.072137,False,0.285,baseline,
2.0,195,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,195,208,0.1,True,0.77,0.8502202643171806,193,0.07253886010362694,False,False,0.043678,False,0.135,baseline,
2.0,196,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,196,208,0.1,True,0.71,0.8992346938775511,705,0.029787234042553193,False,False,0.052908,False,0.165,baseline,
2.0,197,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,197,208,0.1,True,0.6900000000000001,0.918918918918919,884,0.03733031674208145,False,False,0.063486,False,0.235,baseline,
2.0,198,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,198,208,0.1,True,0.73,0.912568306010929,167,0.041916167664670656,False,False,0.055605,False,0.17,baseline,
2.0,199,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,199,208,0.1,True,0.75,0.8992562542258282,1330,0.041353383458646614,False,False,0.057018,False,0.205,baseline,
